text,toxic
"toma cu porrraaa , vamo crl , repblica dominicana piru",1
"bem assim , presidente gosta tirar sarro vocs imprensa valorizam , voc desculpa expresso , pau mandado . sim melhorar relao potncias . devemos falar maduro , etc . visite brasil pergunte rua governo",1
porra time vlei t fazendo passar raiva doi dia seguidos,1
"odeio usa tinder publicidade pro instagram , tomar cu , d match , fala mal chat tinder ento pede pra seguir insta nunca chama , enfia follow cu anjo",1
"primeiro certeza matou , sim , morreu c tiro intoxicado chumbo . tinta amarela rica chumbo , assim outras tintas soeram ricas demais metais . nunca recebeu diagnstico depresso , quase certo q esquizofrnico",0
feio favor fds,1
joao viaja pro prata p sair amigo n pode ficar udia p gnt sair,0
"globo , faz tudo foder pa .",1
"rt namoral , levar pessoa comemorar desgraa outra , caralho so nojentos",1
"prximo lbum selena msica sobre cirurgia , msica sobre deus , msica sobre conhecimento pessoal , msica sobre hate indstria , msica sobre problemas psicolgicos , musica sobre cansada nome associada justin",0
sabe ficar feio vou zoar n kkkkkkkkk,1
rt gata pra caralho,1
bglh chupa buceta p,1
vsfd so tudo un cuzao vem pedir ajuda lixo caraio,1
rt mina favelada ridculo ! ! !,1
"juro queria t fazendo , pontos escolares mudam pessoas .",0
"hoje show delacruz vou , tnc .",0
"rt stfvergonhanacional , corja servio lula , acio temer",0
stfvergonhanacional esto todos quietos pq devem ter rabo preso ..,1
falha pra cacete .. acho .,1
rt pele t bem ruim ultimamente parece at vida,0
vsf medo altura agonia merda,0
"infelizmente existem pessoas s esto interessada pra oferecer , voc oferecer voc passa oferecer voc pessoa caga pra voc , to gente assim .",0
pq queria bb ?,0
q dia vou poder tweetar pai,1
pede pra xingado velho escroto bolsominnion kkkkkkk,1
deus livre,0
"merda vai flopar , aes vo continuar caindo , salvao pra gore",0
enquanto aqui foco fica menos fudido,1
rt pau cu diz dia sbado nibus passam normalmente,1
q ter feito 1500,0
"cara , sonhos consumo poder fazer relatrio tcnico palavro . tipo , penso pra vc quer merda informao vc vai fazer poha nenhuma ? escrevo resposta solicitao enviada assessoria meio ofcio ...",1
tomei dramin ante vir trabalhar agora t quase dormindo cima crianas deus,0
"smp bagaa bolso , ligando pra porra nenhuma",1
polcia racista witzel assassina beb 1 m nega socorro estado responsvel,1
verdadeira meta viado,1
algum cu pfvr,1
"ruim tinder s boy padro ruim hornet s vou quer fuder tchau , to desistindo des apps j",1
aguentei desde quarta desgraa falsidade caralho dp q fiquei pacincia outros motivos comeou fazer gracinha olha ja deu,1
rt acho engraado padro machista muita mina milituda .,0
ai prova agora pqp,1
alexandre fala coragem pra marcar olha nvel deste ator vc fez 6 me alexandre ? mostra pra n !,0
"fico analisando sr chefe internou reabilitao pq alcolatra , tendo sido internado dp ainda ter sido preso , , bom tempo lcool , primeira oportunidade jogar bebida solto , jogou",0
"dava surra moral animal desse , deus ? ? ? ? ? ?",0
"turmafeiravizinho dai mulher xingou mae embora casa caso lado ksks , fdp filho nao parava tocar auto pra caralho mae pouco alterada substncias lcool jogou tijolo casa vizinha quebrou janela",1
mano pessoa pode fumar maconha ter vida resolvida mn kkkk porra vcs acham pessoa s fuma maconha faz nada ?,1
trato igual p pessoa foder msm,1
mate homem unha diga pau fede,1
ento assim respiro conto at 1000 continuo todo dia tentando enfiar cabea ok t tudo bem vamo l vc sai dessa porra,0
"finalmente pisar solo europeu jogar clube europeu . ante grande leso , avanados melhor rendimento futebol sulamericano .",0
"espera feliz , mg",0
rt fogo racistas,0
prender corrupto ilcito ! ! ! vai trabalhar povo vcs so pagos ! ! ! invs ficarem tentando voltar poder ! ! ! !,0
rt inventou lngua cu aplaudir,1
nao peguei monitor caralho,1
"rt d gosto ver voc trabalha , ministro . lacrao , enrolao . parabns !",0
rt gent pqp q q mlq cabea tipo ? ? ? ? ? ?,0
vc viu presidente fazer ? nunca ! ! ! votei 17 pra . problema cambada jornalistas s querem mal brasil . fuck them ! ! !,1
rt porra odeio cara curiosidade crl,1
youtuber merda mundo mal exemplo pro menores,1
"rt liberdade pro irmo cainn , solta inocente juiz",0
rt pode at fala mim t,0
"caralho , algum momento algum disse ? ? loucura , racismo reverso .",0
"porra , dio",1
est gravando menininha pula pula certeza t aparecendo cara cu fundo kdhskdjksjsk,0
s olha tudo r,0
porra kkkkkkkk uber eats tb,1
pqp cara bruxo msm,1
hj to sendindo feia kkkkkkkkk,0
rt consigo perceber quele pessoal fica noite inteira ver outros andar,0
pau rosinha ai dentro bucetinha,1
"vez piranha , sempre piranha",1
tenta tirar palavras silenciadas,0
"fico mt puta , desculpa kkkk preguia mandar",0
add xd lili fdp,0
trap filho,0
kkkkk tomar cu cara,1
"sabendo lidar fim des filmes , ltimo filme cameron , acompanhei desde 2015 agora vai chegar fim ... descendants3",0
s fod kkkjkjkk pqp,1
espero q morra caralho q dio porra mano,1
sempre q vejo postagens tipo quero ajudar desempregada foda mximo q posso fazer compartilhar .. puder favor ajuda .. qualquer quantia vlida .,0
excelentes nmeros economia americana baixssimos ndices desemprego so nicas pedras caminho democratas evitar reeleio trump 2020. artigo desta semana .,0
fato ! sempre desculpa atrs outra algum questionado sobre parar comer carne,0
"ja comeu cu ? j msm , difcil achar d precioso kkkkkk",1
rt vacino filho ta bem filho,0
porra fala,0
gente j acorda teso caralho ..,1
cortei velho amei pqp,1
vi s time masculino nessa bagaa,0
chamando todo mundo miga mo nunca ter visto ante,0
auge falta noo jk relquias morte trancar todos sonserinos masmorras durante batalha desculpa lutariam contra prprios parente . garota daria tudo pra dar soco famlia inteira,1
"d pra acompanhar tempo , todos dia calor noite vento gelado agora chuva frio caralho , sade fica ? existe sade",1
singarro simptico fodasekkkkkk,1
yuehua cube cansam tomar cu puta pariu empresas burras caralho,1
"bem arrumadinho pro role , fiquei tempao escolhendo roupa , cheguei festa coloquei gota alcool boca ja voltei pra casa botar short pra dancaaaar nao sei fogo cu",1
boiola,1
rt ah vcs so chato pra cacete,1
quis dizer parece voc,0
"coisas postava , mor apaixonada ningum",0
cookiedokook kkkkkkkk mal gosto cacete pra user mano,0
"rick falou aveia , chia , iogurte ... fruta . tava enchendo tanto quanto cereal .",0
qualquer coisa t chorando hj pqp,1
t,0
"vai toma cu jornal bosta , j achou desgraado burro",1
"carai , cumprir exigncia drago deve fcil !",1
"olha detalhe , moa vestido vermelho luiza , dona magazine luiza 100bolsona governo observe sai pra fazer parte dessa corja nojenta ...",1
doi gostam moda arte etc lgico vo ter gosto parecido inferno,0
rt oh ficam falar pretos portimao porra dinheiro vcs hahahahhaah,1
sobre thanos coringa serem viles tipos extremamente diferentes ? ? sim concordo totalmente vc tipo coisa deixa puta,1
"destri jovens so pessoas voc ... sentem escravocrata admite ver jovens formados capacitados nunca precisar desgraado voc , veio havan realmente elogio pessoa , verdade , voc desgraa havan fdp !",1
esqueci pode xingar nessa porra nesse caralho,1
"cala boca , magda ! voce ficou lado mussolini tropical , contra ciencia ! voc idiota . astronauta caiu buraco negro pensamento autoritario .",1
j respeito,0
"mito , fazendo muitos quentinhos twitter arrancarem cabelos causa partido perdeu eleies",1
rt fala kkkk verdadeiro caminho volta deus livre,0
linda alter cho recebeu desqualificado educao altura .,0
"frias julho ano passado comparam , cu ano",1
entendo pessoa dessas passa concurso difcil brasil pqp,1
5 votos so porem ok vou postar chegar ca,0
terra plana porque rola nada moreno ?,0
discovery channel planeta animal tero disputa acirrada empurra empurra ... pq vai querer produzir ?,0
"deviam noticiar , assim foge",0
"rt mal vagabundo querer roncar pra conhecido , pra aparecer pra desconhecido ...",1
"unha dedo t fudida q nunca , maldita topada",1
vai tomar meio cu,1
"to ficando idiota , rindo sozinha kkkkk md oque est havendo ! !",0
vontade cagar pqp,0
vou comear gritar pra filho puta der seta,1
srgio real,0
engraado milo 44 acho pattinson un 30 !,0
piada n ?,0
"rt suposto algum ordenado mnimo conseguir pagar casa , gua , luz , carro , comprar comida ? porra",0
ai viao garcia jeito vc faz passar raiva diferente,0
direo criativa swimming bonita demais pqp,1
cu caiu bunda,1
tambem tiro foto viados simpatizo nao quer dizer nada pudesse ainda metia surra,1
rt vocs viram foto dream postou apagou ? resposta reply,0
filho puta bonito caralho inferno,0
md kkkkkkkkkkkkkkk cu correndo atras menina kkkkkkkkkkkkkkk,1
"rt s sairia pgr , maior sonho stfvergonhanacional",0
"gente rolou nesse the lghts ontem ? paraba indo embora vi s multido j tavam bem longe l , garons avisaram tavam fechando pq polcia poderia descer mimbora , carro passou rua tava vazia",0
verdade feio desculpa deu vontade ter companhia tipo 2030 tlg ai chamei arthur ultima hora veio n sair casa 1 p s pra fumar,0
passo raiva amo puta pariu,0
estudar vc t doente horrvel pqp,0
caramba internet vai melhorar ? pqp t foda,0
vontade mandar todo mundo pra puta pariu t grande,1
"rt ah cara , pprt queria testar",0
caralho,1
rt ?,0
"rt odeio ficam enchendo saco cm oq posto , pqp",0
rt fica puto nn urubuzinho alemo tambm gosta ouvir mc poze ..,1
tnc desse professor vey,1
uiaaaaaaaa vou ver rola ainda fazer,0
coisinha preciosa vida deus to boiola,0
"v pedir bno camaradas , padre ! !",0
amanh chover pra caralho,1
afasta lixo,1
tomara chova faa frio,0
sotaque paulista chatooooooooooooo,1
03082019 124626 pqp hein ! ! assim fica foda namorar contigo socorro kkkkkkkkkkk,1
caralho,1
caralho pensei willa deus gato idntico gato,0
"susto caralho , mope mano , conseguir ver frase baixo 10 colapsos",0
fodeu noiado,1
kkkkk muita cara pau cara,0
cara 99 retardado manooo q dio,1
vira ir pra paulista hoje ?,1
"rt ok , t rindo retardada desse vdeo",0
tandara maravilhosa porra,0
famoso fogo c,1
trilhos so bons condutores incio jornada sucesso progresso pa . parabns apoio ferrovia motivao n brado logstica .,0
mano cara cu fraco,1
?,0
cor ? afffff q linda caralho,0
aiaiaiaiai vendo uma coisas dessas fico pensando n lucro virar piriguete kkkkkkkkkkkkkkkkkkk,1
"valorizo d parabns faz esforo comparecer festa desculpas bsicas , dia gente conversa",0
mano macaco bola azul melhor vdeo porta fundos,0
"fiquei medo , tosse t feia , febre ... aulas j vo comear",0
"viso nunca , admirvel pra n pra lixo",0
tava independncia nada to condomnio esmeraldas,0
hahahah puto disfara,0
"rt filha puta s manda , nunca oi , vc est ?",1
cara fdp matou garota 6 bolado vai morrer l dentro fdp,1
38 1259 cecilia apois tire gaveta q n palhaa filha puta 38 1259 cecilia ta achando q cachorra eh 38 1259 cecilia cu,1
aqui planejando preparando terreno ...,0
ow fala pro caras pararem foder juve,1
porra sabia ia vir p c qnd vi vasco botafogo anunciando zoar deu nisso igualamos,0
quanto recurso . lembrou tempo v9,0
"rt vou dar rt nessa perola ate mo aguentar , pqp",0
"ndio curte fazer porra nenhuma . salvo isolados . resto , querem conforto , cachaa facilidades .",1
"mundo ta destruindo , vocs ainda continuam ai ? pqp",1
"saudades china . assisti comentrios tempo esporte total . vai deus , juarez .",0
"vi graa alguma , falta educao caralho",0
pa est infestado boais trogloditas ! lamentvel ocorrido !,1
quero vc va fuder,1
"prefira usar preservativo pra dar vida merda pro humano aborta , feio ! ! imagina aborta ? voc estaria aqui pra ta falando merdas ai .",1
safado tnc,0
victor t achando alguma cracuda kkkk fdp,1
virou crime otaku,0
"dou conta charly , pqp cachorro infernal",1
"escuto sim mano , respeita vagabundo cara",1
porque babaca !,1
raa imunda caralho aqui palmeiras ! !,1
"stf governa pa formado advogados medianos militantes cercados mordomias poder hoje so judicirio , legislativo executivo bem brasil deveriam abrir mo mandatos h credibilidade decises stfvergonhanacional",1
boiola,1
"falar vida aqui , preciso deixar registrado . menstruao desceu casa pai trouxe absorvente , ento pedi conseguisse mim . pegar enquanto banho , entregar deu fralda",0
"cala boca cara , c linda porra",1
"voc gripada , pode causa gripe tbm . ficou assim tambm , tomei un 4 remdios melhorou agonia caralho",0
"... esclarece princpio constitucional inamovibilidade garantia pessoal procurador deltan dallagnol , estabelecida artigo 128ib , afastado processos lava jato , quais promotor natural , condio titular ofcio .",0
br un vacilos pqp,0
"rt oh , matate , ridculo h , s queres ateno",1
rt saber diferenciar idolo comentarista junior primeiro eterna gratido segundo eh pau cu televisao mudo,1
"j leu ? sabe nada ignorncia leu sabe fala . faca critica obra base obra , achismo ignorante . quer intelectual ? leia escreva algo relevante . contribuio educao ? deve postagem ridcula",1
"nimo p nada , vou lavar loua dormir dp acordo s amanh .",0
bang pd .... explicar velho anta caralho so ideia errada merda lugar crebro,1
"rt gosto prioridade , segunda opo vc enfia cu . bom dia",1
fiz ! vou ficar prestando ateno cheiro continuum,0
garota perfeita pqp tudo amo tanto,0
dor caralho,0
"podem chamar feio , podem dizer cozinho bem",0
rt hoje s quero ver coa maria paz vai dar piranha filha,1
"frio est rua , pqp",1
"dera ter beleza toda , dando moral pra feio falta fazer aushaush",1
"olha , concordo violncia , maaaaaas q coisa maravilhosa",0
rt ante role sozinho baia,0
sair agr casa tbm kkkk,0
rt comentarista chamam clayson glau mo dio vdd,0
"real grupo big3 debuta j certa fama ningum liga , txt bighit , empresa pequena possui maiores grupos atuais bts ficam enchendo saco odeiam bts levam txt junto nisso felizmente stan duas lendas",0
rt confissocordeidepauduro vocs j tentaramconseguiram chupar prprio pau ?,1
vou brota,0
tt garoto engraado ganha garoto bonito . rua j feio ainda fica pagando retardado .,0
rt queria t pegando garrafa dua p deixar lado cama vcs entendem,0
"mete porrada , criei",1
puta mano mt fa,1
"faa mal mdia paulista defender abel , s acho q fica meio cruz caldeirinha nessa situao pq envolve grande amigo crf , acaba errando muitos casos . cabe crtica , cabe tambm respeito . srn",0
"problema algumas pessoas vacaria complexo superioridade , porra , cidade pequena onde todos podiam conviver ter comunho massa darem bem , , querem achar outros , vezes sinto falta cidade onde tero",1
t puta ?,1
aqui sul imprensa fala flamengo x palmeiras,0
marquei encontrar fred vagabunda passou s vai acordar s 20h vo mata,1
"j livrei ticas , agora s falta bosta empreendedorismo",0
kkkkkkkkkkkkkkkkkkkkkkkkkk vsf amo petros,1
kkkkkkk leite condensado todo cretina tbm quero brigadeiro,1
casal sapatao emaya pll,0
louco t preso babaca . brasil mudou . ptralhas j . patriaamadabrasil,1
moleque ridculo mano,1
puto gozou igual cavalo quer dar leitinho tambm ? ? ? quero mamadeira bem cheia pra chupar at esvaziar,1
rt ainda fiz caralho,1
desgraado mlk kkkkkkkkkkkkk,1
", alex , procede . saiu faz un me , gente compra barato n convenincia ignorncia . existe regulao rgos pesquisa , fiscalizao amostral . fez , especialmente inverso pal spfc s tortura .",0
"rt voc parece saudvel , t peso bom voc parece doente , t magra demais",0
nao ficou mt feio so n achei bonito,0
"mano esqueci falar ontem tava trabalhando chapadona tipo n usei nada tava 10 vezes lenta q normal , fiquei retardada real",0
viciei the resident puta merda,0
"oh , reino desunido gosta terras americana . vo frias l. c ...... c , reino desunido poderiam adquirir casas aqui .",0
rt l existe amor sincero amor,0
bahia fodido bom pqp,1
vlei vai pra tokyo caraaaaaalhooooooooooooooooo tomar cu ! ! ! ! ! porraaa ! ! !,1
"apoiar erro amigo leal , verdadeiro , falso burro porque voc quer ver bem amigo . est bom fale , est bom aplaude .",0
to tanta dor gengiva ta dando dor cabea pqp,0
"fico q filha puta , preocupando mando mensagem eos caralho , pessoa entra online nn capacidade responder t suave , tbm preocupo q importante vou tacar fodase p todo , chega priorizar outros fuder sozinha",0
"pessoas sempre so filha puta cmg , chega",1
